DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1401566-DCA,Business,12/31/12,Inactive,7/26/11,Tobacco Retail Dealer,FRESH N SAVORY DELI CORP,,11815,METROPOLITAN AVE,,KEW GARDENS,NY,11415,7184410229,Queens,4,409,29,4079500,4033290001,QN60,775,,-73.83432756,40.70691197,"(40.70691197441508, -73.83432756440875)"
1414230-DCA,Business,12/31/12,Inactive,11/29/11,Tobacco Retail Dealer,47TH STOP DELI GROCERY INC.,,4702,47TH AVE,,WOODSIDE,NY,11377,718-784-7974,Queens,4,402,26,4052900,4022850022,QN31,235,,-73.91802177,40.74102329,"(40.741023291144494, -73.91802177310582)"
1363605-DCA,Business,12/31/11,Inactive,7/23/10,Tobacco Retail Dealer,LJ DELI CORP.,,4101,NATIONAL ST,,CORONA,NY,11368,7187643777,Queens,4,404,21,4048563,4019760001,QN26,405,,-73.86316896,40.74851102,"(40.7485110203849, -73.86316896333732)"
1123015-DCA,Business,12/31/15,Inactive,9/27/02,Tobacco Retail Dealer,"GUJJAR DELI, GROCERY & NEWSTAND INC.",,30,AVENUE O,,BROOKLYN,NY,11204,7186481474,Brooklyn,3,311,44,3174094,3065960009,BK29,430,,-73.98416016,40.61018878,"(40.61018878277326, -73.98416016244268)"
2016729-1-DCA,Business,12/31/17,Inactive,12/22/14,Tobacco Retail Dealer,THE BEST DELI AND GROCERY I CORP,,671,BUSHWICK AVE,,BROOKLYN,NY,11221,347-575-5575,Brooklyn,3,304,34,3072437,3031830003,BK78,391,,-73.93259072,40.69750359,"(40.69750358897187, -73.93259071652759)"
1376023-DCA,Business,12/31/13,Inactive,11/4/10,Tobacco Retail Dealer,CARPENTER DELI & GROCERY CORP,,4257,CARPENTER AVE,,BRONX,NY,10466,3473267221,Bronx,2,212,11,2068030,2049930068,BX62,418,,-73.8593387,40.89599667,"(40.89599667126169, -73.85933869722189)"
1161596-DCA,Business,12/31/12,Inactive,3/10/04,Tobacco Retail Dealer,CORBY'S DELI INC.,,331,GRAHAM AVE,,BROOKLYN,NY,11211,7187823378,Brooklyn,3,301,34,3068872,3027640023,BK90,497,,-73.94435496,40.71427216,"(40.714272156511754, -73.94435495508495)"
1046533-DCA,Business,12/31/15,Inactive,10/13/00,Tobacco Retail Dealer,"SURIEL, JOSE",NEW YORK DELI GROCERY,9402,75TH ST,,OZONE PARK,NY,11416,7182969699,Queens,4,409,32,4186724,4089960021,QN53,34,,-73.86421459,40.6834888,"(40.683488804842256, -73.86421459198172)"
1379229-DCA,Business,12/31/17,Inactive,12/20/10,Tobacco Retail Dealer,GN10 DELI GROCERY CORP,,2371,2ND AVE,,NEW YORK,NY,10035,2125347145,Manhattan,1,111,8,1054611,1017860027,MN34,194,,-73.93517733,40.80044961,"(40.80044961080949, -73.93517732952483)"
2007145-1541-DCA,Business,12/31/17,Inactive,4/29/14,Tobacco Retail Dealer,GOOD PARTNERS DELI CORP,,158,NOSTRAND AVE,,BROOKLYN,NY,11205,718-797-9052,Brooklyn,3,303,33,,,BK75,241,,-73.95245985,40.69479894,"(40.69479893551948, -73.95245984963026)"
2002100-517-DCA,Business,12/31/16,Inactive,1/2/14,Tobacco Retail Dealer,769 GOURMET DELI CORP,,769,9TH AVE,,NEW YORK,NY,10019,212-258-2600,Manhattan,1,104,3,1026724,1010610033,MN15,133,,-73.98827491,40.76442888,"(40.764428877539274, -73.98827491244798)"
2001520-DCA,Business,12/12/15,Inactive,12/12/13,Tobacco Retail Dealer,ALL IN ONE DELI AND GROCERY INC.,,1386,BAY ST,,STATEN ISLAND,NY,10305,7184421602,Staten Island,5,501,50,5043102,5028640051,SI37,8,,-74.06297361,40.60978835,"(40.60978835197375, -74.0629736063622)"
2038480-1-DCA,Business,12/31/17,Inactive,6/1/16,Tobacco Retail Dealer,CALVIN OF NY CORP,CALVIN RIVER DELI,945,1ST AVE,,NEW YORK,NY,10022,212-935-3529,Manhattan,1,106,4,1039796,1013450023,MN19,98,,-73.96518332,40.75522932,"(40.75522932098738, -73.96518331980603)"
2046025-1-DCA,Business,12/31/17,Inactive,11/30/16,Tobacco Retail Dealer,ROSNELLY DELI GROCERY CORP,,4321,CHURCH AVE,,BROOKLYN,NY,11203,3474250900,Brooklyn,3,317,41,3109074,3048800034,BK91,872,,-73.93686094,40.65144319,"(40.651443185261904, -73.93686094189812)"
1434899-DCA,Business,12/31/13,Inactive,6/20/12,Tobacco Retail Dealer,ADAMS GOURMET DELI & GRILL CORP,,9205,JAMAICA AVE,,WOODHAVEN,NY,11421,7184412841,Queens,4,409,30,4182102,4088700056,QN53,14,,-73.85309139,40.69332614,"(40.693326136050224, -73.85309138911492)"
1402890-DCA,Business,12/31/14,Inactive,8/10/11,Tobacco Retail Dealer,138 DELI & GROCERY CORP.,,651,E 138TH ST,,BRONX,NY,10454,3474981922,Bronx,2,201,17,2003629,2025510044,BX39,2702,,-73.91512444,40.80583547,"(40.80583546775608, -73.91512444229727)"
1439219-DCA,Business,12/31/17,Inactive,7/30/12,Tobacco Retail Dealer,685 Metro Deli Corp,,685,METROPOLITAN AVE,,BROOKLYN,NY,11211,7187827820,Brooklyn,3,301,34,3068714,3027580026,BK90,501,,-73.94632083,40.71435543,"(40.71435543279466, -73.94632082561372)"
2005765-DCA,Business,3/31/16,Inactive,4/4/14,Stoop Line Stand,ST. NICHOLAS EXPRESS DELI CORP,,25,SAINT NICHOLAS TER,,NEW YORK,NY,10027,3472811370,Manhattan,1,109,9,1059596,1019680039,MN06,21303,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.95164197,40.81313558,"(40.81313557563676, -73.95164196635929)"
1292495-DCA,Business,12/31/11,Inactive,7/15/08,Tobacco Retail Dealer,ADRYANA HOME STYLE DELI CORP.,,13311,CROSSBAY BLVD,,OZONE PARK,NY,11417,7188437701,Queens,4,410,32,4248035,4114910073,QN56,86,,-73.84328205,40.67523885,"(40.67523884530745, -73.84328204772869)"
1402696-DCA,Business,12/31/14,Inactive,8/2/11,Tobacco Retail Dealer,50/50 DELI GRILL & GROCERY CORP.,,1278,MORRISON AVE,,BRONX,NY,10472,7186205200,Bronx,2,209,18,2087024,2037780031,BX08,62,,-73.87497446,40.8311025,"(40.83110250385477, -73.87497445866596)"
1158738-DCA,Business,12/31/14,Inactive,1/14/04,Tobacco Retail Dealer,T.G. DELI GROCERY CORP.,,221,E 188TH ST,,BRONX,NY,10458,7183674358,Bronx,2,205,15,0,2000000000,BX05,23702,,-73.89705015,40.86117338,"(40.861173384542404, -73.89705015182214)"
1453284-DCA,Business,12/31/14,Inactive,1/7/13,Tobacco Retail Dealer,TWO FOUR GOURMET DELI CORP.,,912,SOUNDVIEW AVE,,BRONX,NY,10473,3474317630,Bronx,2,209,18,2022639,2036620006,BX09,42,,-73.86819629,40.82336309,"(40.82336308616189, -73.86819629348322)"
1337910-DCA,Business,12/31/12,Inactive,11/4/09,Tobacco Retail Dealer,781 DELI GROCERY CORP.,,781,4TH AVE,,BROOKLYN,NY,11232,3475671158,Brooklyn,3,307,38,3009671,3006580001,BK32,101,,-73.99909173,40.65943685,"(40.659436846652376, -73.99909172671941)"
1463572-DCA,Business,12/31/14,Inactive,4/26/13,Tobacco Retail Dealer,MI TIERRA II DELI FOOD CORP.,,13111,JAMAICA AVE,,RICHMOND HILL,NY,11418,7184417097,Queens,4,409,29,4194014,4092830024,QN54,14202,,-73.82077164,40.70208283,"(40.70208282777123, -73.82077164280442)"
2056968-2-DCA,Business,12/31/18,Inactive,8/11/17,Tobacco Retail Dealer,MIKE DELI & GRILL CORP,,200,GRAHAM AVE,,BROOKLYN,NY,11206,718-384-2253,Brooklyn,3,301,34,3070991,3030440005,BK78,493,,-73.94341101,40.70867513,"(40.70867512501851, -73.94341100682006)"
1251828-DCA,Business,12/31/10,Inactive,4/10/07,Tobacco Retail Dealer,NKRBOKR DELI GROCERY CORP.,,735,KNICKERBOCKER AVE,,BROOKLYN,NY,11221,7183862974,Brooklyn,3,304,37,3078380,3033990010,BK77,437,,-73.90948649,40.69377407,"(40.69377406504088, -73.90948649123597)"
1050053-DCA,Business,12/31/11,Inactive,11/2/00,Tobacco Retail Dealer,"OMARI, MAHMOUD A.",7 & 7 DELI SUPERMARKET,4038,162ND ST,,FLUSHING,NY,11358,7184458269,Queens,4,407,20,4120434,4053350001,QN51,1171,,-73.80380749,40.76173451,"(40.76173450987937, -73.80380749369176)"
1422551-DCA,Business,12/31/13,Inactive,3/27/12,Tobacco Retail Dealer,BEST FRIENDS DELI AND TOBACCO SHOP CORP,,216,UTICA AVE,,BROOKLYN,NY,11213,6318052489,Brooklyn,3,308,36,3036819,3013780045,BK61,351,,-73.93089041,40.67134215,"(40.67134215344243, -73.93089040877486)"
1176065-DCA,Business,12/31/11,Inactive,8/5/04,Tobacco Retail Dealer,"CAPELLAN, RAMON LUCIANO",DECATUR DELI GROCERY,259,PATCHEN AVE,,BROOKLYN,NY,11233,7185733185,Brooklyn,3,303,41,3047271,3016780001,BK61,381,,-73.92595742,40.682417,"(40.68241699721608, -73.92595742070708)"
1151220-DCA,Business,12/31/14,Inactive,9/10/03,Tobacco Retail Dealer,GAYATRI GOURMET DELI CORP.,MARIO'S DELICATESSAN,422,AVENUE P,,BROOKLYN,NY,11223,7183368105,Brooklyn,3,315,44,3175949,3066340001,BK25,422,,-73.97176038,40.60894301,"(40.60894301304917, -73.97176037969177)"
1126558-DCA,Business,12/31/10,Inactive,11/8/02,Tobacco Retail Dealer,"STOP I DELI MINI MARKET, INC.",,3421,BROADWAY,,NEW YORK,NY,10031,2126907294,Manhattan,1,109,7,1062310,1020870093,MN04,225,,-73.95315972,40.82273998,"(40.82273997537438, -73.9531597168836)"
1425924-DCA,Business,3/31/14,Inactive,4/27/12,Stoop Line Stand,LENOX VS. DELI,,340,MALCOLM X BLVD,,NEW YORK,NY,10027,2128284412,Manhattan,1,110,9,1053592,1017240069,MN03,208,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.94459728,40.80897415,"(40.80897415088575, -73.9445972805897)"
1368925-DCA,Business,12/31/15,Inactive,8/31/10,Tobacco Retail Dealer,ALNAJM DELI CORP,,751,E GUN HILL RD,,BRONX,NY,10467,7187085692,Bronx,2,212,12,2118922,2046580001,BX44,380,,-73.86395401,40.87660274,"(40.876602736955505, -73.86395401105081)"
1386036-DCA,Business,12/31/12,Inactive,3/29/11,Tobacco Retail Dealer,"ZAID, KAZI M",112 DELI AND GRILL,11233,GUY R BREWER BLVD,,JAMAICA,NY,11433,7186584865,Queens,4,412,27,4217200,4102030060,QN01,264,,-73.78640737,40.6899609,"(40.68996089775627, -73.78640737351319)"
1416943-DCA,Business,12/31/13,Inactive,1/13/12,Tobacco Retail Dealer,JT 135 DELI GROCERY LLC,ANTILLANA DELI GROCERY,11427,135TH AVE,,S OZONE PARK,NY,11420,7183222027,Queens,4,410,32,4254232,4117350010,QN55,838,,-73.8253171,40.67135381,"(40.6713538103135, -73.82531709772955)"
1276415-DCA,Business,3/31/10,Inactive,1/28/08,Stoop Line Stand,"TINEO, LUCCHE O",OMAR DELI MINI MARKET,11518,95TH AVE,,S RICHMOND HL,NY,11419,7187728180,Queens,4,409,28,4198252,4094170009,QN54,120,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.83029111,40.69148871,"(40.691488711180696, -73.83029110907381)"
2043166-1-DCA,Business,12/31/21,Inactive,9/1/16,Tobacco Retail Dealer,1403 FULTON GOURMET DELI CORP,,1403,FULTON ST,,BROOKLYN,NY,11216,347-613-9562,Brooklyn,3,303,36,3053471,3018540061,BK75,269,,-73.94506844,40.68015504,"(40.68015503534684, -73.9450684449953)"
1369328-DCA,Business,3/31/12,Inactive,9/1/10,Stoop Line Stand,H & T DELI CORP,HORIZON ORGANIC & NATURAL GROCERY STORE,296,LEONARD ST,,BROOKLYN,NY,11211,7182189062,Brooklyn,3,301,34,3068696,3027580001,BK90,501,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.94773484,40.71438353,"(40.71438353105232, -73.9477348375094)"
2016225-1-DCA,Business,12/31/17,Inactive,12/8/14,Tobacco Retail Dealer,"MIHTAR, WISAM A.",QUICK STOP DELI & GROCERY,13817,JAMAICA AVE,,JAMAICA,NY,11435,718-487-4444,Queens,4,412,24,4440683,4096190033,QN35,214,,-73.8146645,40.70252055,"(40.70252055383437, -73.81466449865378)"
1278284-DCA,Business,12/31/10,Inactive,2/27/08,Tobacco Retail Dealer,2172 CROTONA DELI MARKET CORP,,2300,CROTONA AVE,,BRONX,NY,10458,7185617598,Bronx,2,206,15,2012822,2031020001,BX06,393,,-73.88447399,40.85221649,"(40.85221648969884, -73.88447398711611)"
2060138-2-DCA,Business,12/31/20,Inactive,11/1/17,Tobacco Retail Dealer,DELI & RESTAURANT INC,,16525,LIBERTY AVE,,JAMAICA,NY,11433,718-480-8686,Queens,4,412,27,4216231,4101550069,QN61,444,,-73.79151465,40.70223118,"(40.702231175751464, -73.79151465434683)"
1326730-DCA,Business,12/31/12,Inactive,7/22/09,Tobacco Retail Dealer,WALTON DELI & GROCERY CORP.,,105,E 175TH ST,,BRONX,NY,10453,7182938427,Bronx,2,205,14,2007877,2028260001,BX41,22701,,-73.9104203,40.84689561,"(40.846895612685756, -73.91042029582535)"
1250419-DCA,Business,12/31/11,Inactive,3/21/07,Tobacco Retail Dealer,24-7 ST. NICHOLAS DELI GROCERY INC.,,1653,SAINT NICHOLAS AVE,,NEW YORK,NY,10040,2123006397,Manhattan,1,112,10,1064072,1021700251,MN35,279,,-73.9282647,40.85692626,"(40.856926259858994, -73.928264701759)"
1421791-DCA,Business,12/31/15,Inactive,3/19/12,Tobacco Retail Dealer,"KALAZ, AHMED S",STAR ONE DELI & GROCERY,8901,80TH ST,,WOODHAVEN,NY,11421,7182967866,Queens,4,409,32,4185407,4089650061,QN53,8,,-73.86131591,40.68859612,"(40.68859611808431, -73.86131591390453)"
1399710-DCA,Business,12/31/14,Inactive,7/12/11,Tobacco Retail Dealer,BIG STAR DELI & GROCERY INC.,,17202,LINDEN BLVD,,JAMAICA,NY,11434,9173618297,Queens,4,412,27,4268570,4123940090,QN08,432,,-73.77805674,40.69192408,"(40.691924080796106, -73.77805673960845)"
1419981-DCA,Business,12/31/17,Inactive,2/23/12,Tobacco Retail Dealer,9323 LINDEN DELI FOOD CORP.,,9323,CHURCH AVE,,BROOKLYN,NY,11212,347-449-9931,Brooklyn,3,317,42,3102536,3046900001,BK96,888,,-73.91726309,40.65453785,"(40.654537851407625, -73.91726308878049)"
1343093-DCA,Business,12/31/15,Inactive,1/19/10,Tobacco Retail Dealer,MARTE DELI GROCERY CORP,,450,E 160TH ST,,BRONX,NY,10451,6464190365,Bronx,2,203,17,2001482,2023810049,BX35,141,,-73.9123385,40.82300711,"(40.82300710816047, -73.91233850303706)"
2034037-1-DCA,Business,12/31/17,Inactive,3/7/16,Tobacco Retail Dealer,3620 FINEST DELI CORP.,BROADWAY'S FINEST,3620,BROADWAY,,NEW YORK,NY,10031,,Manhattan,1,109,7,1062077,1020810001,,,,-73.9485156,40.82906457,"(40.829064565437044, -73.94851559726504)"
2056210-2-DCA,Business,12/31/20,Inactive,7/25/17,Tobacco Retail Dealer,FANCY DELI GROCERY INC,,12223,GUY R BREWER BLVD,,JAMAICA,NY,11434,718-413-2171,Queens,4,412,27,4268327,4123800014,QN76,284,,-73.77989163,40.67899146,"(40.678991456607676, -73.77989162771335)"
1459718-DCA,Business,12/31/16,Inactive,3/13/13,Tobacco Retail Dealer,LEX DELI AND GROCERY INC,,367,LEXINGTON AVE,,BROOKLYN,NY,11216,3475530242,Brooklyn,3,303,36,3050418,3017990001,BK75,263,,-73.94748502,40.68808032,"(40.68808032130511, -73.94748501902926)"
1266332-DCA,Business,12/31/18,Inactive,8/29/07,Tobacco Retail Dealer,GREEN GOURMET DELI CORP.,,593,10TH AVE,,NEW YORK,NY,10036,212-244-0451,Manhattan,1,104,3,1079229,1010720029,MN15,129,,-73.99492473,40.76040008,"(40.760400080063235, -73.99492473032254)"
2014015-1-DCA,Business,12/31/17,Inactive,9/29/14,Tobacco Retail Dealer,1408 GOURMET DELI CORP,,1408,SAINT NICHOLAS AVE,,NEW YORK,NY,10033,718-496-1847,Manhattan,1,112,10,1063636,1021530063,MN35,269,,-73.9340132,40.84892065,"(40.848920646109136, -73.93401320466148)"
2032255-DCA,Business,3/31/18,Inactive,1/7/16,Stoop Line Stand,AKSHAR 3659 DELI AND GROCERY LLC,PHILLIPS GOURMET DELI,3659,E TREMONT AVE,,BRONX,NY,10465,9175195389,Bronx,2,210,13,2097556,2054270001,BX52,162,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.82365933,40.82796412,"(40.82796411553397, -73.82365933318223)"
2033795-1-DCA,Business,12/31/17,Inactive,2/29/16,Tobacco Retail Dealer,FREEDOM DELI GROCERY CORP,,769,MELROSE AVE,,BRONX,NY,10451,6469236176,Bronx,2,201,17,2001747,2024040024,,,,-73.91511128,40.82182072,"(40.82182071971044, -73.91511127977265)"
2033492-1-DCA,Business,12/31/17,Inactive,2/22/16,Tobacco Retail Dealer,MOE'S DELI & CONVENIENCE INC,,1605,WILLIAMSBRIDGE RD,,BRONX,NY,10461,646-261-1747,Bronx,2,211,13,2044984,2041070034,,,,-73.84931016,40.84740287,"(40.84740286940209, -73.84931015504003)"
2001057-291-DCA,Business,12/31/16,Inactive,11/25/13,Tobacco Retail Dealer,3608 WHITE PLAINS DELI & GROCERY INC,,3608,WHITE PLAINS RD,,BRONX,NY,10467,347-971-7348,Bronx,2,212,12,2057784,2046610001,BX44,380,,-73.86524289,40.8793956,"(40.879395602623134, -73.86524289125101)"
2074018-1-DCA,Business,11/30/19,Inactive,6/20/18,Electronic Cigarette Dealer,NOBEL DELI INC,,523,GRAND ST,,NEW YORK,NY,10002,212-475-5936,Manhattan,1,103,1,1003742,1002880034,MN28,202,,-73.98205759,40.71457241,"(40.714572406424836, -73.9820575856655)"
2052891-2-DCA,Business,12/31/20,Inactive,5/12/17,Tobacco Retail Dealer,A & B NEW DELI GROCERY CORP,,330,AUDUBON AVE,,NEW YORK,NY,10033,646-912-9448,Manhattan,1,112,10,1063647,1021540019,MN35,269,,-73.93211906,40.84904855,"(40.84904854822683, -73.93211906189025)"
2019985-2-DCA,Business,12/31/20,Inactive,3/25/15,Tobacco Retail Dealer,2922 DELI FOOD INC,,2922,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10039,212-283-5214,Manhattan,1,110,9,1060634,1020400063,MN03,236,,-73.93746946,40.82888344,"(40.82888344326044, -73.937469456171)"
2039546-1-DCA,Business,12/31/19,Inactive,6/27/16,Tobacco Retail Dealer,DELI ON 4TH AVE CORP,,6930,4TH AVE,,BROOKLYN,NY,11209,9176155293,Brooklyn,3,310,43,3145708,3058720054,BK31,68,,-74.02366386,40.63429494,"(40.634294940002334, -74.02366385503528)"
2015107-1-DCA,Business,12/31/15,Inactive,10/30/14,Tobacco Retail Dealer,LA GRAN PARADA TREMONT DELI CORP,,885,E TREMONT AVE,,BRONX,NY,10460,7188936214,Bronx,2,206,17,2013110,2031210002,BX17,363,,-73.88512341,40.84246245,"(40.84246244686783, -73.88512340732944)"
1270033-DCA,Business,12/31/12,Inactive,10/9/07,Tobacco Retail Dealer,"FOREST AVENUE GROCERY & DELI, INC.",,1888,VICTORY BLVD,,STATEN ISLAND,NY,10314,7189812718,Staten Island,5,501,50,5106931,5007130074,SI07,18701,,-74.12673805,40.61277148,"(40.612771475372774, -74.12673805353286)"
2075610-1-DCA,Business,11/30/21,Inactive,7/16/18,Electronic Cigarette Dealer,NOSTRAND EXPRESS GOURMET DELI INC.,,2184,NOSTRAND AVE,,BROOKLYN,NY,11210,914-527-1240,Brooklyn,3,314,45,3205898,3075570143,BK42,774,,-73.94757616,40.63177669,"(40.63177668761744, -73.94757616049992)"
2033698-1-DCA,Business,12/31/21,Inactive,2/25/16,Tobacco Retail Dealer,WEST PARK DELI INC,,19,W 103RD ST,,NEW YORK,NY,10025,646-726-4608,Manhattan,1,107,7,1055472,1018390020,,,,-73.96256488,40.79659444,"(40.79659443696948, -73.96256488389824)"
2099722-2-DCA,Business,12/31/22,Active,6/28/21,Tobacco Retail Dealer,WIZE DELI GROCERY CORP,,10248,JAMAICA AVE,,RICHMOND HILL,NY,11418,6469443777,Queens,4,409,32,4194203,4092880024,,,,-73.84504194,40.69515458,"(40.695154576960654, -73.84504193862304)"
1347431-DCA,Business,12/31/13,Inactive,3/16/10,Tobacco Retail Dealer,JAHEH MINI MARKET & DELI INC.,,1173,BROADWAY,,BROOKLYN,NY,11221,7184434819,Brooklyn,3,304,34,3074312,3032630008,BK78,395,,-73.92775979,40.69275495,"(40.69275495259425, -73.92775978929403)"
2015492-1-DCA,Business,12/31/15,Inactive,11/13/14,Tobacco Retail Dealer,NEW SIX STARS DELI INC.,STOP 1 DELI,8801,37TH AVE,,JACKSON HEIGHTS,NY,11372,718-600-6896,Queens,4,403,25,4311941,4014627501,QN28,277,,-73.87859443,40.75035632,"(40.750356316118655, -73.87859442647849)"
1371327-DCA,Business,12/31/11,Inactive,9/17/10,Tobacco Retail Dealer,CRESTON DELI INC.,,124,E 183RD ST,,BRONX,NY,10453,6464019609,Bronx,2,205,14,2013867,2031710023,BX40,23704,,-73.90142936,40.85791925,"(40.85791924849097, -73.90142936025477)"
2038151-1-DCA,Business,12/31/17,Inactive,5/24/16,Tobacco Retail Dealer,NYC DELI MART CORP,,748,E 9TH ST,,NEW YORK,NY,10009,646-642-6641,Manhattan,1,103,2,1004532,1003780031,,,,-73.97589647,40.72440301,"(40.7244030095234, -73.9758964709529)"
1312166-DCA,Business,12/31/12,Inactive,3/24/09,Tobacco Retail Dealer,765 DELI GROCERY CORP.,,765,E NEW YORK AVE,,BROOKLYN,NY,11203,3476132338,Brooklyn,3,309,41,3038482,3014280045,BK60,87401,,-73.9375246,40.66239248,"(40.66239248076322, -73.93752460451698)"
1310317-DCA,Business,12/31/13,Inactive,2/27/09,Tobacco Retail Dealer,SOTO DELI GROCERY CORP.,,7269,61ST ST,,GLENDALE,NY,11385,7183812362,Queens,4,405,30,4086858,4035920048,QN19,567,,-73.89414309,40.70019471,"(40.700194714369054, -73.8941430856223)"
2042098-1-DCA,Business,12/31/17,Inactive,8/5/16,Tobacco Retail Dealer,WEINSTEIN DELI & GROCERY NY INC,,4510,FORT HAMILTON PKWY,,BROOKLYN,NY,11219,718-436-9129,Brooklyn,3,312,39,3136623,3056140027,BK34,112,,-73.9949627,40.64019032,"(40.640190321944594, -73.99496269918748)"
1306568-DCA,Business,12/31/12,Inactive,12/23/08,Tobacco Retail Dealer,ALIF DELI & SALAD BAR INC.,,200,CHURCH ST,,NEW YORK,NY,10013,2125870362,Manhattan,1,101,1,1001619,1001470508,MN24,33,,-74.00691525,40.71624241,"(40.71624241150911, -74.00691525329417)"
2019634-2-DCA,Business,12/31/16,Inactive,3/17/15,Tobacco Retail Dealer,ALMIGHTY DELI GROCERY CORP,,7408,JAMAICA AVE,,WOODHAVEN,NY,11421,,Queens,4,409,30,4182897,4088990001,QN53,4,,-73.86774352,40.69122494,"(40.691224942908846, -73.86774351740993)"
1131228-DCA,Business,12/31/10,Inactive,1/27/03,Tobacco Retail Dealer,G & M DELI GROCERY INC.,,14303,HOLLY AVE,,FLUSHING,NY,11355,7186619478,Queens,4,407,20,0,4000000000,QN52,1205,,-73.81651826,40.75232724,"(40.75232723561195, -73.81651825686721)"
2003075-783-DCA,Business,12/31/15,Inactive,1/30/14,Tobacco Retail Dealer,BRIGHTON FINEST DELI & GRILL CORP,,427,JERSEY ST,,STATEN ISLAND,NY,10301,347-429-2808,Staten Island,5,501,49,5000918,5000420003,SI22,11,,-74.08742212,40.63804372,"(40.63804371507239, -74.08742211602551)"
1246545-DCA,Business,12/31/11,Inactive,3/23/07,Tobacco Retail Dealer,DELI IN THE SLOPE CORP.,,336,BUTLER ST,,BROOKLYN,NY,11217,7187975362,Brooklyn,3,306,33,3006621,3004130036,BK38,127,,-73.98194426,40.6801832,"(40.68018319962757, -73.98194425521373)"
2013209-1-DCA,Business,12/31/15,Inactive,9/10/14,Tobacco Retail Dealer,REEMS DELI 3 INC,FORST DELI,1133,MORRIS AVE,,BRONX,NY,10456,7185385001,Bronx,2,204,16,2002573,2024490017,BX14,18101,,-73.91519659,40.83142454,"(40.8314245449507, -73.91519659332013)"
2005118-1241-DCA,Business,12/31/15,Inactive,3/24/14,Tobacco Retail Dealer,"BLUE GOURMET DELI, CORP.",,651,E 187TH ST,,BRONX,NY,10458,,Bronx,2,206,15,2012177,2030750001,BX06,389,,-73.88606723,40.85482005,"(40.85482005429976, -73.88606722851311)"
1383554-DCA,Business,12/31/16,Inactive,3/1/11,Tobacco Retail Dealer,BOYS & GIRLS GROCERY DELI INC.,,1749,FULTON ST,,BROOKLYN,NY,11233,7187354742,Brooklyn,3,303,41,3325182,3016910012,BK61,381,,-73.92818905,40.67923722,"(40.67923721868113, -73.92818904533513)"
1075803-DCA,Business,12/31/13,Inactive,3/30/01,Tobacco Retail Dealer,"HERNANDEZ, MARITZA",ARCHIE'S DELI,9210,150TH ST,,JAMAICA,NY,11435,7187390919,Queens,4,412,27,0,4000000000,QN61,212,,-73.80438007,40.70197928,"(40.70197928294827, -73.80438007259207)"
1239784-DCA,Business,12/31/16,Inactive,4/7/12,Tobacco Retail Dealer,"RAMI'S DELI, CORP.",,454,CASTLETON AVE,,STATEN ISLAND,NY,10301,718-273-0606,Staten Island,5,501,49,5003129,5001300010,SI35,67,,-74.09754813,40.6339925,"(40.63399249682324, -74.0975481266789)"
1343469-DCA,Business,12/31/13,Inactive,1/22/10,Tobacco Retail Dealer,PAMEDANT DELI CORP.,,190,W TREMONT AVE,,BRONX,NY,10453,7187311576,Bronx,2,205,16,2008967,2028770527,BX36,20502,,-73.91659464,40.85193129,"(40.85193128766352, -73.91659463637451)"
2014885-1-DCA,Business,12/31/15,Inactive,10/23/14,Tobacco Retail Dealer,EAST 169 DELI AND GROCERY CORP,,270,E 169TH ST,,BRONX,NY,10456,,Bronx,2,204,16,2002423,2024390045,BX14,17701,,-73.91277771,40.83524887,"(40.83524887127641, -73.91277771021751)"
1448053-DCA,Business,12/31/13,Inactive,10/12/12,Tobacco Retail Dealer,CROPSEY DELI FOOD & GRILL INC,,2978,CROPSEY AVE,,BROOKLYN,NY,11214,6466418711,Brooklyn,3,313,47,3187896,3069470301,BK21,348,,-73.98622597,40.58259285,"(40.5825928463006, -73.98622597154096)"
1126917-DCA,Business,12/31/11,Inactive,10/11/07,Tobacco Retail Dealer,"DE LA ROSA, DANIEL",WEEKS DELI,1777,WEEKS AVE,,BRONX,NY,10457,7187318590,Bronx,2,205,14,2007426,2027960037,BX41,22901,,-73.90744287,40.84628394,"(40.846283937080564, -73.90744286645646)"
